0.013	-0.073	-0.240	0.013	0.137	-0.219	-0.101	0.134	0.095	0.048	
-0.261	0.208	0.620	0.370	-0.326	-0.128	-0.069	-0.083	-0.079	0.128	
0.029	0.045	-0.129	-0.054	0.004	0.128	0.031	0.014	0.038	-0.095	
-0.032	0.022	0.135	0.032	0.008	0.038	-0.066	0.003	-0.042	-0.018	
0.135	-0.101	-0.242	-0.192	0.087	0.078	0.070	-0.025	0.098	0.003	
0.315	-0.216	-0.697	-0.543	0.421	0.030	0.154	0.049	0.131	-0.064	
-0.259	0.149	0.278	0.334	-0.115	-0.078	-0.143	0.043	-0.116	0.116	
0.035	0.086	0.488	0.205	-0.334	0.065	-0.007	-0.133	-0.103	-0.026	
0.088	-0.066	0.016	-0.119	-0.060	0.079	0.163	-0.018	-0.019	-0.001	
0.065	-0.119	-0.259	-0.075	0.207	-0.098	0.010	0.037	0.074	-0.043	
