0.039	0.007	0.007	-0.080	-0.023	-0.052	0.003	0.053	0.067	-0.021	
-0.151	-0.107	0.080	0.259	0.214	0.115	-0.065	-0.159	-0.146	-0.079	
-0.127	-0.099	0.051	0.209	0.175	0.100	-0.043	-0.127	-0.097	-0.066	
0.002	0.004	-0.021	0.029	-0.012	0.009	0.004	-0.019	-0.013	0.023	
0.011	-0.021	0.014	-0.047	0.001	-0.025	0.003	0.024	0.052	-0.016	
0.103	0.067	-0.043	-0.154	-0.124	-0.079	0.045	0.101	0.072	0.039	
-0.066	-0.049	0.042	0.104	0.101	0.069	-0.035	-0.069	-0.075	-0.043	
0.003	0.010	-0.017	0.006	-0.014	-0.005	0.009	0.009	-0.024	0.027	
0.168	0.136	-0.088	-0.277	-0.232	-0.120	0.064	0.169	0.124	0.097	
-0.005	0.029	-0.003	-0.010	-0.040	0.012	0.000	-0.007	0.014	0.015	
