-0.213	-0.105	0.432	-0.262	-0.055	-0.165	-0.386	-0.022	-0.030	0.605	
0.028	0.009	0.190	-0.065	0.008	-0.095	-0.293	-0.112	0.088	0.165	
0.423	0.382	-0.748	0.469	0.293	-0.101	0.487	-0.051	0.269	-0.997	
-0.213	-0.228	0.670	-0.320	-0.144	-0.168	-0.667	-0.199	-0.179	1.035	
-0.391	-0.215	0.698	-0.428	-0.222	-0.142	-0.675	-0.074	-0.130	1.140	
0.271	0.132	-0.584	0.253	0.045	0.271	0.661	0.184	0.126	-0.950	
-0.009	0.056	-0.214	0.174	0.046	0.042	0.349	0.051	-0.021	-0.318	
0.327	0.194	-0.755	0.407	0.087	0.385	0.882	0.219	-0.031	-1.199	
-0.028	-0.027	0.010	-0.056	0.059	0.115	-0.010	-0.019	-0.029	-0.010	
0.059	-0.011	-0.013	0.065	0.033	-0.132	-0.131	-0.007	0.092	0.055	
