284.000	196.000	249.000	133.000	194.000	193.000	239.000	223.000	251.000	178.000	
262.000	237.000	207.000	131.000	292.000	172.000	272.000	239.000	291.000	161.000	
362.000	234.000	262.000	142.000	210.000	249.000	261.000	247.000	293.000	241.000	
364.000	288.000	283.000	102.000	276.000	263.000	316.000	292.000	232.000	161.000	
314.000	222.000	326.000	117.000	230.000	214.000	229.000	187.000	241.000	163.000	
404.000	296.000	307.000	120.000	318.000	313.000	298.000	293.000	270.000	179.000	
341.000	222.000	251.000	143.000	179.000	265.000	267.000	262.000	235.000	240.000	
170.000	160.000	227.000	87.000	194.000	87.000	202.000	151.000	194.000	97.000	
424.000	240.000	289.000	120.000	233.000	338.000	291.000	283.000	217.000	233.000	
438.000	333.000	370.000	166.000	334.000	331.000	386.000	357.000	310.000	235.000	
