14.000	3.000	13.000	15.000	5.000	9.000	6.000	7.000	12.000	13.000	
17.000	6.000	7.000	3.000	13.000	7.000	3.000	9.000	8.000	4.000	
15.000	10.000	6.000	7.000	10.000	5.000	16.000	9.000	6.000	5.000	
10.000	17.000	6.000	8.000	11.000	8.000	17.000	15.000	13.000	14.000	
13.000	8.000	5.000	7.000	10.000	7.000	13.000	12.000	15.000	8.000	
12.000	7.000	7.000	6.000	10.000	15.000	9.000	13.000	11.000	14.000	
16.000	9.000	10.000	11.000	6.000	17.000	17.000	11.000	6.000	9.000	
10.000	9.000	5.000	2.000	13.000	0.000	5.000	16.000	10.000	8.000	
13.000	11.000	13.000	5.000	15.000	19.000	8.000	1.000	11.000	7.000	
13.000	3.000	16.000	8.000	13.000	11.000	14.000	9.000	7.000	7.000	
