0.029	0.041	-0.077	0.007	0.023	0.080	0.016	0.019	-0.063	-0.050	
0.112	0.024	-0.006	-0.086	-0.009	-0.034	-0.034	0.023	-0.026	0.031	
0.049	0.073	0.120	-0.017	-0.067	-0.118	-0.051	-0.060	-0.033	0.084	
0.039	-0.034	0.001	0.019	-0.041	-0.072	-0.008	-0.030	0.058	0.071	
-0.189	0.031	-0.026	0.032	0.046	0.088	0.035	0.046	0.052	-0.098	
-0.075	0.022	0.007	-0.011	0.004	0.063	0.038	-0.019	0.053	-0.064	
-0.018	-0.024	-0.068	0.015	0.086	-0.016	0.029	0.004	0.056	-0.041	
0.074	-0.016	-0.057	-0.035	0.000	0.018	0.036	0.045	-0.094	0.050	
-0.058	-0.036	0.069	0.068	-0.037	0.032	-0.011	0.005	0.045	-0.059	
0.068	-0.071	0.033	0.001	0.007	0.002	-0.037	-0.014	-0.049	0.065	
