-0.298	-0.327	-0.916	1.154	0.503	0.638	0.396	-0.477	0.376	-0.731	
0.989	1.108	3.042	-3.828	-1.687	-2.130	-1.349	1.596	-1.244	2.432	
-0.870	-0.975	-2.686	3.366	1.449	1.863	1.205	-1.378	1.108	-2.139	
0.505	0.575	1.497	-1.889	-0.829	-1.062	-0.648	0.774	-0.624	1.179	
-0.801	-0.895	-2.403	3.046	1.347	1.698	1.060	-1.271	0.981	-1.912	
-0.028	-0.049	-0.028	0.087	0.088	0.052	-0.018	-0.069	0.006	-0.024	
-0.744	-0.812	-2.325	2.875	1.204	1.610	1.041	-1.150	0.963	-1.860	
0.147	0.158	0.502	-0.617	-0.246	-0.332	-0.239	0.249	-0.202	0.403	
0.440	0.486	1.360	-1.683	-0.703	-0.940	-0.608	0.660	-0.564	1.083	
0.286	0.310	0.829	-1.088	-0.496	-0.596	-0.351	0.474	-0.335	0.670	
