-0.204	0.189	0.062	-0.347	-0.618	0.015	0.524	-0.105	0.053	0.287	
-0.675	2.015	-0.138	-3.332	-4.961	0.423	3.566	0.342	0.164	0.904	
0.249	-0.446	0.084	0.658	1.103	-0.100	-0.842	0.009	-0.065	-0.294	
0.010	0.019	-0.047	-0.033	0.059	0.020	0.017	0.031	-0.026	-0.056	
-0.147	0.359	-0.067	-0.564	-0.911	0.117	0.661	0.102	-0.001	0.129	
1.578	-4.355	0.141	7.350	10.739	-0.886	-7.747	-0.779	-0.357	-1.973	
-1.051	2.715	-0.101	-4.642	-6.714	0.588	4.858	0.462	0.289	1.288	
-0.177	0.518	0.031	-0.799	-1.225	0.103	0.825	0.064	0.042	0.240	
0.577	-1.951	0.126	3.284	4.686	-0.472	-3.281	-0.483	-0.068	-0.765	
-0.772	2.525	-0.125	-4.245	-6.081	0.524	4.276	0.617	0.135	1.033	
