-0.275	-0.083	0.183	-0.407	-0.544	0.311	0.380	-0.023	-0.145	0.519	
0.038	0.017	-0.024	0.048	0.098	-0.047	-0.056	-0.003	0.020	-0.083	
-0.019	-0.013	0.017	-0.021	-0.054	0.018	0.044	-0.013	-0.010	0.050	
0.188	0.035	-0.139	0.220	0.366	-0.213	-0.271	0.010	0.173	-0.357	
0.257	0.085	-0.194	0.396	0.534	-0.302	-0.370	0.024	0.155	-0.510	
-0.101	-0.041	0.065	-0.121	-0.220	0.109	0.143	0.012	-0.067	0.202	
0.210	0.070	-0.141	0.235	0.407	-0.225	-0.290	-0.010	0.156	-0.385	
-0.089	-0.008	0.073	-0.096	-0.178	0.113	0.134	0.000	-0.115	0.175	
-0.192	-0.060	0.141	-0.285	-0.388	0.207	0.280	-0.015	-0.106	0.358	
0.101	0.035	-0.062	0.151	0.217	-0.098	-0.166	0.007	0.042	-0.191	
