-0.157	0.229	-0.049	-0.217	-0.011	0.225	-0.013	-0.080	0.005	-0.063	
-0.272	0.440	-0.242	-0.624	-0.221	0.596	-0.104	0.114	-0.006	0.060	
0.305	-0.606	0.299	0.663	0.128	-0.600	0.126	0.151	-0.149	0.083	
0.042	-0.095	0.124	0.098	0.063	-0.170	0.012	-0.023	0.051	-0.064	
0.135	-0.098	0.045	0.166	-0.020	-0.104	-0.020	0.007	-0.003	-0.029	
-0.336	0.446	-0.255	-0.455	0.082	0.550	-0.121	-0.180	0.070	-0.119	
0.423	-0.743	0.384	0.968	0.258	-0.931	0.140	0.072	-0.162	0.099	
-0.265	0.487	-0.338	-0.659	-0.209	0.597	-0.063	-0.084	0.155	0.092	
-0.178	0.344	-0.196	-0.377	-0.090	0.355	-0.074	-0.084	0.162	-0.085	
0.190	-0.201	0.109	0.222	0.009	-0.259	0.067	0.097	-0.105	0.030	
