0.114	-0.027	0.054	0.088	-0.074	-0.093	0.113	0.028	-0.267	0.044	
-0.064	0.074	-0.118	-0.091	0.073	0.040	-0.022	-0.161	0.277	0.044	
-0.045	0.028	-0.036	-0.042	0.014	0.107	-0.009	-0.054	0.093	-0.026	
-0.103	0.041	-0.099	0.002	0.077	0.096	-0.002	-0.076	0.099	0.005	
0.066	-0.048	0.056	-0.077	0.055	-0.122	0.045	-0.098	0.060	0.047	
0.092	-0.015	0.168	0.004	-0.068	-0.196	0.073	0.079	-0.206	0.035	
-0.036	0.001	0.004	0.009	-0.040	0.051	0.005	0.090	-0.098	0.034	
0.035	0.016	0.132	0.063	-0.126	0.016	-0.139	0.189	-0.163	-0.042	
-0.049	-0.032	-0.009	0.027	-0.004	0.062	-0.100	0.042	0.149	-0.065	
-0.012	-0.027	-0.135	0.028	0.103	0.035	0.070	-0.016	0.019	-0.041	
