0.038	0.025	-0.042	-0.010	-0.030	0.085	0.062	-0.073	-0.042	-0.012	
-0.027	-0.011	0.080	0.059	0.002	-0.025	0.044	-0.031	0.009	-0.099	
-0.043	-0.045	-0.012	0.032	0.036	0.126	-0.037	-0.001	-0.002	-0.045	
0.028	-0.008	-0.029	-0.076	-0.009	0.055	-0.067	0.066	-0.010	0.072	
-0.032	0.004	0.033	-0.028	0.028	-0.104	0.044	0.022	0.045	-0.005	
-0.004	-0.005	0.004	0.012	0.010	0.025	-0.051	-0.018	-0.006	0.059	
0.013	0.082	-0.003	-0.041	-0.011	-0.072	-0.044	0.052	-0.013	0.065	
-0.080	-0.046	-0.006	0.042	-0.022	-0.100	0.087	0.092	-0.005	0.032	
0.059	-0.028	0.017	0.006	0.038	0.004	-0.038	-0.021	0.002	-0.034	
0.084	0.048	-0.035	0.006	-0.022	0.056	-0.018	-0.105	0.034	-0.037	
