347.000	205.000	245.000	213.000	196.000	299.000	186.000	255.000	98.000	277.000	
273.000	289.000	257.000	195.000	194.000	241.000	245.000	254.000	172.000	265.000	
277.000	281.000	200.000	183.000	193.000	255.000	226.000	212.000	123.000	200.000	
266.000	286.000	245.000	187.000	144.000	237.000	210.000	199.000	116.000	203.000	
292.000	299.000	327.000	208.000	199.000	264.000	271.000	309.000	177.000	315.000	
265.000	232.000	316.000	197.000	134.000	206.000	214.000	258.000	127.000	247.000	
280.000	273.000	260.000	168.000	156.000	243.000	218.000	196.000	101.000	197.000	
287.000	266.000	249.000	219.000	162.000	236.000	217.000	198.000	121.000	217.000	
271.000	260.000	322.000	234.000	143.000	220.000	226.000	284.000	147.000	269.000	
264.000	333.000	304.000	211.000	205.000	266.000	277.000	216.000	159.000	249.000	
