5.000	2.000	0.000	0.000	4.000	0.000	0.000	6.000	0.000	7.000	
8.000	3.000	7.000	7.000	8.000	8.000	9.000	7.000	9.000	2.000	
5.000	2.000	5.000	1.000	9.000	6.000	5.000	1.000	9.000	2.000	
10.000	1.000	9.000	6.000	0.000	6.000	5.000	10.000	4.000	4.000	
4.000	4.000	4.000	8.000	3.000	5.000	2.000	9.000	1.000	3.000	
2.000	1.000	0.000	8.000	2.000	6.000	9.000	9.000	4.000	3.000	
10.000	7.000	4.000	8.000	1.000	3.000	5.000	1.000	0.000	2.000	
0.000	6.000	7.000	0.000	9.000	8.000	10.000	2.000	10.000	4.000	
7.000	10.000	5.000	4.000	9.000	3.000	9.000	8.000	5.000	10.000	
0.000	4.000	3.000	10.000	3.000	0.000	9.000	8.000	4.000	6.000	
