249.000	175.000	306.000	117.000	240.000	241.000	218.000	92.000	290.000	312.000	
280.000	186.000	224.000	195.000	229.000	227.000	160.000	148.000	169.000	301.000	
323.000	250.000	296.000	218.000	324.000	361.000	254.000	193.000	279.000	380.000	
299.000	147.000	270.000	250.000	284.000	190.000	212.000	138.000	142.000	279.000	
342.000	257.000	281.000	228.000	272.000	290.000	173.000	184.000	289.000	401.000	
246.000	174.000	241.000	226.000	250.000	185.000	148.000	138.000	165.000	245.000	
233.000	154.000	265.000	193.000	255.000	252.000	196.000	146.000	218.000	292.000	
359.000	243.000	307.000	273.000	307.000	290.000	247.000	204.000	252.000	358.000	
305.000	234.000	331.000	231.000	298.000	269.000	228.000	187.000	324.000	309.000	
191.000	138.000	155.000	99.000	117.000	121.000	100.000	83.000	135.000	194.000	
