0.269	-0.012	-0.056	0.049	-0.051	-0.325	0.233	-0.203	-0.033	0.219	
-0.181	-0.017	0.144	-0.190	0.063	0.234	-0.253	0.291	0.123	-0.204	
0.197	0.089	-0.055	0.024	0.045	-0.314	0.122	-0.203	-0.003	0.150	
0.027	0.314	-0.008	-0.408	0.110	-0.228	-0.304	0.352	0.014	0.135	
-0.235	-0.292	0.114	0.293	-0.080	0.451	0.168	-0.175	-0.004	-0.172	
0.366	0.268	-0.102	-0.279	0.132	-0.578	0.062	-0.002	-0.067	0.260	
-0.152	0.016	0.100	-0.029	-0.047	0.215	-0.250	0.260	0.004	-0.211	
-0.060	-0.291	-0.047	0.473	-0.174	0.356	0.329	-0.443	-0.038	-0.140	
-0.096	0.034	-0.038	-0.005	-0.017	0.064	-0.005	0.065	0.025	-0.019	
-0.201	-0.107	0.001	0.105	0.005	0.307	-0.136	0.114	0.017	-0.121	
