-0.409	0.136	-0.168	-0.671	-1.001	-0.060	0.060	1.026	0.739	0.569	
-2.166	0.645	-0.346	-4.404	-6.891	0.442	0.324	7.038	4.497	2.630	
0.996	-0.315	0.197	1.967	3.052	-0.153	-0.149	-3.114	-2.017	-1.228	
0.327	-0.089	0.044	0.661	1.035	-0.077	-0.043	-1.074	-0.672	-0.384	
0.545	-0.159	0.100	1.119	1.751	-0.096	-0.080	-1.798	-1.153	-0.676	
-1.363	0.389	-0.097	-2.952	-4.633	0.440	0.174	4.772	2.945	1.566	
-0.824	0.238	-0.122	-1.699	-2.655	0.183	0.135	2.717	1.719	0.994	
-0.484	0.141	-0.059	-1.004	-1.578	0.118	0.067	1.622	1.026	0.565	
-0.291	0.088	-0.160	-0.448	-0.642	-0.070	0.078	0.645	0.488	0.437	
3.628	-1.065	0.610	7.348	11.432	-0.712	-0.564	-11.690	-7.483	-4.429	
