6.835	-4.116	4.279	4.294	3.478	-2.924	0.227	-4.677	-1.974	-4.832	
7.503	-4.368	4.693	4.611	3.730	-3.206	0.242	-5.065	-2.306	-5.186	
-9.960	5.882	-6.228	-6.213	-4.941	4.346	-0.358	6.700	3.043	6.888	
7.546	-4.386	4.730	4.526	3.637	-3.342	0.409	-5.103	-2.223	-5.190	
-1.852	1.100	-1.207	-1.060	-0.911	0.845	-0.131	1.256	0.557	1.254	
-2.929	1.759	-1.867	-1.889	-1.522	1.271	-0.056	2.071	0.795	2.123	
-3.438	2.053	-2.189	-2.269	-1.764	1.456	-0.032	2.324	1.042	2.516	
-1.539	0.902	-0.949	-0.905	-0.747	0.648	-0.113	1.078	0.471	1.041	
-5.357	3.192	-3.326	-3.343	-2.638	2.293	-0.139	3.641	1.514	3.737	
4.319	-2.654	2.773	2.876	2.196	-1.895	0.063	-2.972	-1.220	-3.086	
