-0.266	0.052	-0.694	-0.348	0.461	-0.247	0.848	-0.303	0.437	-0.044	
0.186	-0.067	0.391	0.193	-0.240	0.145	-0.476	0.186	-0.261	0.013	
0.186	-0.075	0.450	0.201	-0.255	0.136	-0.521	0.216	-0.265	-0.008	
0.337	-0.099	0.799	0.391	-0.520	0.267	-0.970	0.366	-0.493	0.043	
-0.188	0.051	-0.388	-0.187	0.239	-0.145	0.483	-0.177	0.260	-0.018	
-0.209	0.066	-0.499	-0.240	0.324	-0.179	0.612	-0.211	0.309	-0.049	
-0.164	0.050	-0.439	-0.208	0.279	-0.125	0.514	-0.184	0.253	-0.029	
0.056	-0.009	0.158	0.069	-0.099	0.049	-0.180	0.047	-0.095	0.020	
0.197	-0.042	0.518	0.259	-0.336	0.170	-0.624	0.217	-0.310	0.026	
-0.125	0.050	-0.298	-0.137	0.166	-0.081	0.331	-0.142	0.173	0.025	
