0.042	-0.023	0.079	0.017	-0.076	-0.118	-0.188	0.182	0.082	0.014	
-0.005	-0.073	-0.083	-0.008	-0.011	0.128	0.272	-0.193	-0.051	0.032	
0.007	-0.018	0.042	-0.015	0.042	-0.058	-0.014	0.041	-0.046	0.025	
0.013	0.089	-0.070	-0.100	0.159	0.066	0.061	-0.093	-0.090	-0.010	
0.008	0.029	0.102	-0.033	-0.068	-0.074	-0.105	0.110	0.047	0.002	
-0.048	0.046	0.016	-0.022	0.068	0.002	-0.085	0.044	-0.021	0.009	
-0.030	-0.038	-0.168	0.055	0.029	0.111	0.259	-0.255	-0.052	0.070	
0.026	0.073	0.002	-0.006	0.046	0.033	-0.051	0.000	-0.047	-0.052	
-0.002	-0.102	0.112	0.098	-0.132	-0.117	-0.183	0.146	0.170	-0.013	
0.001	0.057	-0.044	0.005	-0.019	0.065	0.089	0.002	-0.025	-0.081	
