303.000	182.000	283.000	323.000	235.000	431.000	248.000	292.000	253.000	305.000	
367.000	264.000	320.000	424.000	294.000	488.000	326.000	335.000	315.000	343.000	
444.000	319.000	373.000	458.000	373.000	506.000	433.000	414.000	375.000	430.000	
344.000	221.000	259.000	430.000	384.000	440.000	307.000	275.000	311.000	430.000	
244.000	153.000	224.000	291.000	227.000	325.000	231.000	242.000	254.000	251.000	
274.000	229.000	223.000	375.000	296.000	337.000	272.000	222.000	249.000	320.000	
469.000	346.000	372.000	454.000	359.000	462.000	428.000	391.000	348.000	409.000	
286.000	212.000	223.000	327.000	266.000	311.000	270.000	243.000	253.000	310.000	
309.000	206.000	279.000	272.000	228.000	288.000	247.000	247.000	252.000	259.000	
255.000	180.000	232.000	251.000	244.000	245.000	234.000	212.000	241.000	277.000	
