0.091	-0.506	0.201	1.142	-1.139	-0.505	0.679	0.127	-0.899	0.284	
0.027	-0.026	0.016	0.172	-0.208	-0.119	0.132	0.048	-0.137	0.018	
-0.026	-0.065	0.027	-0.032	0.075	0.109	-0.065	-0.072	0.033	0.033	
-0.040	0.212	-0.082	-0.526	0.542	0.263	-0.337	-0.092	0.409	-0.101	
-0.064	0.363	-0.139	-0.814	0.817	0.360	-0.489	-0.110	0.644	-0.193	
-0.053	0.492	-0.188	-0.937	0.903	0.363	-0.531	-0.068	0.731	-0.272	
-0.021	0.138	-0.062	-0.290	0.276	0.099	-0.157	-0.003	0.234	-0.085	
-0.030	0.084	-0.052	-0.307	0.331	0.178	-0.194	-0.063	0.245	-0.056	
0.091	-0.486	0.205	1.128	-1.137	-0.524	0.680	0.153	-0.894	0.263	
0.034	-0.224	0.093	0.534	-0.535	-0.249	0.320	0.080	-0.427	0.125	
